restaurant_name,restaurant_location,day_of_the_week,dish_name,preparation_time
The Kati Roll Company,"(40.729656500000004, -74.0010910063657)",Weekday,Samosa,10
The Kati Roll Company,"(40.729656500000004, -74.0010910063657)",Weekday,Chaat,14
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Barbecue Ribs,17
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Hot Dogs,12
Waverly Diner,"(40.7331105, -74.0001672)",Weekend,Burgers,20
Waverly Diner,"(40.7331105, -74.0001672)",Weekend,Hot Dogs,12
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Reuben Sandwich,14
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Barbecue Ribs,20
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Friend of a Farmer,"(40.7368477, -73.9868637)",Weekend,Chicken Tenders,16
Friend of a Farmer,"(40.7368477, -73.9868637)",Weekend,Barbecue Ribs,19
Momoya,"(40.7426475, -73.9964607)",Weekend,Ichiju-ju,11
Momoya,"(40.7426475, -73.9964607)",Weekend,Yakisoba (noodles saltati),17
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Apple Pie,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Bareburger,"(40.7216328, -73.9885495)",Weekend,Barbecue Ribs,18
Bareburger,"(40.7216328, -73.9885495)",Weekend,Hot Dogs,12
Saravanaa Bhavan,"(40.7414379, -73.9831543)",Weekday,Chaat,14
Saravanaa Bhavan,"(40.7414379, -73.9831543)",Weekday,Samosa,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Reuben Sandwich,18
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Tater Tots,13
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Fish-Flavored Shredded Pork,13
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork,14
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Reuben Sandwich,17
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Buffalo Chicken Wings,14
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Tempura,17
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Pizza,20
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Tsukemono (sottaceti),15
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Nigiri,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Rigatoni all'Amatriciana,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekday,Butter Chicken,18
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekday,Samosa,12
The Odeon,"(40.716972, -74.0078817)",Weekend,Buffalo Chicken Wings,12
The Odeon,"(40.716972, -74.0078817)",Weekend,Chicken Tenders,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Risotto,16
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Chicken Tenders,18
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Hot Dogs,12
Cafe Mogador,"(40.7273469, -73.984402)",Weekday,Hummus,16
Cafe Mogador,"(40.7273469, -73.984402)",Weekday,Hummus,13
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Burgers,15
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Yakisoba (noodles saltati),14
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Yakitori,13
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekend,Beef Dolmas with Apricots and Tamarind,13
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekend,Persian Kuku Sabzi,15
Hatsuhana,"(40.7568939, -73.9769041)",Weekend,Ichiju-ju,15
Hatsuhana,"(40.7568939, -73.9769041)",Weekend,Sushi,18
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Tater Tots,11
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Buffalo Chicken Wings,14
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Buffalo Chicken Wings,10
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Buffalo Chicken Wings,14
Parm,"(40.7230381, -73.9957182)",Weekday,Arancini,14
Parm,"(40.7230381, -73.9957182)",Weekday,Arancini,13
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Yakitori,13
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Kaiseki,20
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Nigiri,12
5 Napkin Burger,"(40.7601614, -73.9911074)",Weekend,Apple Pie,17
5 Napkin Burger,"(40.7601614, -73.9911074)",Weekend,Hot Dogs,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Pizza,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Pasta Carbonara,14
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Sashimi,18
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Ichiju-ju,14
Sushi of Gari,"(40.7713448, -73.95278)",Weekday,Tsukemono (sottaceti),18
Sushi of Gari,"(40.7713448, -73.95278)",Weekday,Nigiri,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekday,Sweet and Sour Pork Fillet,10
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekday,Sweet and Sour Pork Fillet,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Hot Dogs,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Hot Dogs,12
Han Dynasty,"(40.7875393, -73.9764459)",Weekday,Congee,20
Han Dynasty,"(40.7875393, -73.9764459)",Weekday,Sweet and Sour Pork Fillet,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Ragù Bolognese,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Chicken Tenders,20
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Hot Dogs,12
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Ichiju-ju,19
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Tsukemono (sottaceti),15
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Sashimi,19
Asuka Sushi,"(40.7452899, -73.9988852)",Weekend,Tempura,13
Asuka Sushi,"(40.7452899, -73.9988852)",Weekend,Nigiri,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Chicken Tenders,18
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Tsukemono (sottaceti),18
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Nigiri,12
J. G. Melon,"(40.771073, -73.9593705)",Weekend,Pizza,20
J. G. Melon,"(40.771073, -73.9593705)",Weekend,Hot Dogs,12
Parm,"(40.7230381, -73.9957182)",Weekday,Risotto,17
Parm,"(40.7230381, -73.9957182)",Weekday,Rigatoni all'Amatriciana,18
Melt Shop,"(40.7446867, -73.9908292)",Weekend,Apple Pie,14
Melt Shop,"(40.7446867, -73.9908292)",Weekend,Hot Dogs,12
J. G. Melon,"(40.771073, -73.9593705)",Weekend,Burgers,12
J. G. Melon,"(40.771073, -73.9593705)",Weekend,Buffalo Chicken Wings,14
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Kaiseki,20
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Nigiri,12
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekday,Garlicky Sautéed Shrimp with Creamy White Beans and Blistered Tomatoes,19
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekday,Greek Salad,13
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Roast Chicken with Sumac Flatbread (M’sakhan),19
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Hummus,13
Junoon,"(40.7431207, -73.9909146)",Weekend,Chaat,11
Junoon,"(40.7431207, -73.9909146)",Weekend,Korma,18
J. G. Melon,"(40.771073, -73.9593705)",Weekday,Pizza,18
J. G. Melon,"(40.771073, -73.9593705)",Weekday,Tater Tots,13
Momoya,"(40.7426475, -73.9964607)",Weekend,Kaiseki,17
Momoya,"(40.7426475, -73.9964607)",Weekend,Nigiri,12
Cafe Habana,"(40.7228449, -73.9942284)",Weekend,Quesadillas,12
Cafe Habana,"(40.7228449, -73.9942284)",Weekend,Guacamole,12
Westville Hudson,"(40.7272539, -74.0075081)",Weekend,Hot Dogs,10
Westville Hudson,"(40.7272539, -74.0075081)",Weekend,Hot Dogs,12
J. G. Melon,"(40.771073, -73.9593705)",Weekday,Buffalo Chicken Wings,15
J. G. Melon,"(40.771073, -73.9593705)",Weekday,Pizza,20
Delicatessen,"(40.6587771, -73.9819448)",Weekend,Burgers,16
Delicatessen,"(40.6587771, -73.9819448)",Weekend,Buffalo Chicken Wings,14
Parm,"(40.7230381, -73.9957182)",Weekday,Pasta Carbonara,10
Parm,"(40.7230381, -73.9957182)",Weekday,Pasta Carbonara,14
Coppola's East,"(40.7415974, -73.9813869)",Weekend,Lasagna,20
Coppola's East,"(40.7415974, -73.9813869)",Weekend,Arancini,13
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Fish-Flavored Shredded Pork,16
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Fish-Flavored Shredded Pork,13
Mamoun's Falafel,"(40.7288007, -73.9885054)",Weekend,Mediterranean Quinoa Salad,16
Mamoun's Falafel,"(40.7288007, -73.9885054)",Weekend,Greek Salad,13
Serafina Fabulous Pizza,"(40.7761311, -73.9624593)",Weekday,Rigatoni all'Amatriciana,17
Serafina Fabulous Pizza,"(40.7761311, -73.9624593)",Weekday,Arancini,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Ichiju-ju,14
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Ichiju-ju,14
TAO,"(40.7625746, -73.9714449)",Weekday,Tsukemono (sottaceti),17
TAO,"(40.7625746, -73.9714449)",Weekday,Tsukemono (sottaceti),16
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Yakitori,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Chicken Tenders,18
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Barbecue Ribs,20
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Yangzhou Fried Rice,20
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,12
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Tempura,13
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Nigiri,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Pizza,19
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Buffalo Chicken Wings,14
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Pizza,20
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Arancini,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Barbecue Ribs,20
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Carmine's,"(40.7575108, -73.9867126)",Weekday,Lasagna,19
Carmine's,"(40.7575108, -73.9867126)",Weekday,Pasta Carbonara,14
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Spaghetti con Salsa di Pomodoro,15
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Tempura,15
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekday,Congee,16
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekday,Dumplings,16
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Sushi,15
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Ichiju-ju,14
Parm,"(40.7230381, -73.9957182)",Weekend,Lasagna,17
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Kaiseki,18
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Ichiju-ju,14
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Tater Tots,11
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Reuben Sandwich,17
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekday,Greek Salad,12
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekday,Greek Salad,13
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Garlicky Sautéed Shrimp with Creamy White Beans and Blistered Tomatoes,18
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Greek Salad,13
Parm,"(40.7230381, -73.9957182)",Weekend,Spaghetti con Salsa di Pomodoro,13
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Korma,15
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Samosa,12
Osteria Morini,"(40.7219323, -73.9976726)",Weekday,Risotto,16
Osteria Morini,"(40.7219323, -73.9976726)",Weekday,Spaghetti con Salsa di Pomodoro,16
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Sushi,17
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Yakisoba (noodles saltati),17
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Tater Tots,13
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
Rubirosa,"(40.7227225, -73.9961142)",Weekday,Rigatoni all'Amatriciana,18
Rubirosa,"(40.7227225, -73.9961142)",Weekday,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Ragù Bolognese,19
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Arancini,15
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Pasta alla Gricia,15
Sushi of Gari,"(40.7713448, -73.95278)",Weekend,Sushi,19
Sushi of Gari,"(40.7713448, -73.95278)",Weekend,Nigiri,12
Momoya,"(40.7426475, -73.9964607)",Weekend,Nigiri,10
Momoya,"(40.7426475, -73.9964607)",Weekend,Sushi,18
Parm,"(40.7230381, -73.9957182)",Weekday,Ossobuco,20
Parm,"(40.7230381, -73.9957182)",Weekday,Arancini,13
Friend of a Farmer,"(40.7368477, -73.9868637)",Weekend,Hot Dogs,10
Friend of a Farmer,"(40.7368477, -73.9868637)",Weekend,Pizza,20
Friend of a Farmer,"(40.7368477, -73.9868637)",Weekend,Hot Dogs,12
Wa Jeal,"(40.7754148, -73.9532859)",Weekend,Chow Mein,14
Wa Jeal,"(40.7754148, -73.9532859)",Weekend,Yangzhou Fried Rice,18
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Tempura,10
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Congee,20
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Congee,19
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Chow Mein,15
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekday,Mediterranean Grilled Chicken + Dill Greek Yogurt Sauce,20
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekday,Greek Salad,13
Parm,"(40.7230381, -73.9957182)",Weekend,Risotto,20
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Hot Pot,20
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Ossobuco,20
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Arancini,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,French Fries,16
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Reuben Sandwich,17
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Yakisoba (noodles saltati),19
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Yakitori,13
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Peking Roasted Duck,18
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,12
Xi'an Famous Foods,"(40.6920975, -73.9866977)",Weekday,Yangzhou Fried Rice,16
Xi'an Famous Foods,"(40.6920975, -73.9866977)",Weekday,Sweet and Sour Pork Fillet,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,14
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Buffalo Chicken Wings,14
Shake Shack,"(40.6437718, -74.0758827)",Weekend,French Fries,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Burgers,16
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Cauliflower and chickpea tagine,18
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Cauliflower Shawarma Berber,16
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Dosa,20
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Samosa,12
The Kati Roll Company,"(40.729656500000004, -74.0010910063657)",Weekday,Rogan Josh,16
The Kati Roll Company,"(40.729656500000004, -74.0010910063657)",Weekday,Samosa,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Burgers,14
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Kung Pao Chicken,14
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Kung Pao Chicken,17
Momoya,"(40.7426475, -73.9964607)",Weekday,Yakitori,13
Momoya,"(40.7426475, -73.9964607)",Weekday,Sushi,18
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Chicken Tenders,17
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Buffalo Chicken Wings,14
Han Dynasty,"(40.7875393, -73.9764459)",Weekday,Kung Pao Chicken,17
Han Dynasty,"(40.7875393, -73.9764459)",Weekday,Sweet and Sour Pork Fillet,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Pizza,19
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Yangzhou Fried Rice,20
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Chow Mein,15
5 Napkin Burger,"(40.7601614, -73.9911074)",Weekday,Tater Tots,13
5 Napkin Burger,"(40.7601614, -73.9911074)",Weekday,Burgers,16
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork,11
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Peking Roasted Duck,20
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Ragù Bolognese,19
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta alla Gricia,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Dumplings,19
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,12
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Buffalo Chicken Wings,13
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Pizza,20
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Butter Chicken,13
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Samosa,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pizza,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
S'MAC,"(40.7301897, -73.9836385)",Weekend,Barbecue Ribs,19
S'MAC,"(40.7301897, -73.9836385)",Weekend,Hot Dogs,12
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Miso Soup,12
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Kaiseki,20
Parm,"(40.7230381, -73.9957182)",Weekday,Ragù Bolognese,14
Parm,"(40.7230381, -73.9957182)",Weekday,Rigatoni all'Amatriciana,18
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Yakisoba (noodles saltati),15
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,French Fries,14
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Pizza,20
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Westville Hudson,"(40.7272539, -74.0075081)",Weekend,Buffalo Chicken Wings,12
Westville Hudson,"(40.7272539, -74.0075081)",Weekend,Reuben Sandwich,17
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Sushi,16
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Ichiju-ju,14
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Reuben Sandwich,20
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Buffalo Chicken Wings,14
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Tempura,17
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Sushi,18
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Fish-Flavored Shredded Pork,14
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,12
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Tandoori Chicken,18
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Samosa,12
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Beef Dolmas with Apricots and Tamarind,12
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Beef Dolmas with Apricots and Tamarind,14
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Buffalo Chicken Wings,14
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Barbecue Ribs,19
Xi'an Famous Foods,"(40.6920975, -73.9866977)",Weekend,Peking Roasted Duck,20
Xi'an Famous Foods,"(40.6920975, -73.9866977)",Weekend,Fish-Flavored Shredded Pork,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Chicken Tenders,17
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Dumplings,14
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Peking Roasted Duck,20
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Fish-Flavored Shredded Pork,10
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Peking Roasted Duck,20
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Roast Chicken with Sumac Flatbread (M’sakhan),18
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Hummus,13
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Burgers,19
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Tempura,14
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Jewelled rice,20
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Hummus,13
Momoya,"(40.7426475, -73.9964607)",Weekday,Nigiri,14
Momoya,"(40.7426475, -73.9964607)",Weekday,Yakisoba (noodles saltati),17
Shake Shack,"(40.6437718, -74.0758827)",Weekday,French Fries,15
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Hot Dogs,12
TAO,"(40.7625746, -73.9714449)",Weekday,Miso Soup,13
TAO,"(40.7625746, -73.9714449)",Weekday,Ichiju-ju,14
S'MAC,"(40.7301897, -73.9836385)",Weekend,Hot Dogs,10
S'MAC,"(40.7301897, -73.9836385)",Weekend,Hot Dogs,12
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Mediterranean Diet Chicken,12
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Mediterranean Grilled Chicken + Dill Greek Yogurt Sauce,20
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Greek Salad,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Miso Soup,14
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Tempura,15
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Ragù Bolognese,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta Carbonara,14
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Yakitori,13
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekday,Tempura,15
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Hot Dogs,11
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Pizza,20
Shake Shack,"(40.6437718, -74.0758827)",Weekday,Hot Dogs,12
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekend,Burgers,19
